source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
sstk_image_1624354618,person_single_full_body,person_single_full_body,person_single|full_body|center|balanced|feasible,person_single,full_body,balanced,0.99,21,21,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1624354618.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1624354618.jpg,"{""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 6, ""person_single_full_body_rot"": 6, ""scene_center"": 6}","{""16:9"": 3, ""1:1"": 4, ""3:4"": 4, ""4:3"": 3, ""9:16"": 4, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 6, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 6}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 6, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_1587715639,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.65,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1587715639.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1587715639.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 2, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
pond5_image_92200704,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,26,26,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_92200704.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_92200704.jpg,"{""person_group_center"": 6, ""person_group_rot"": 5, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 6}","{""16:9"": 4, ""1:1"": 5, ""3:4"": 5, ""4:3"": 5, ""9:16"": 2, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 6}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 6}"
sstk_image_2186282477,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,19,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2186282477.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2186282477.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 3}","{""16:9"": 4, ""1:1"": 3, ""3:4"": 3, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_2318291601,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2318291601.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2318291601.jpg,"{""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 1, ""4:3"": 4, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_2317652665,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2317652665.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2317652665.jpg,"{""person_single_face_headshot_center"": 5, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 2, ""4:3"": 4, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_101326243,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_101326243.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_101326243.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 5, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 3}"
bigstock_image_292908289,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_292908289.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_292908289.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 2}","{""16:9"": 2, ""3:4"": 1, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2311261565,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.83,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2311261565.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2311261565.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 1, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_83175334,person_single_full_body,person_single_full_body,person_single|full_body|center|environmental|feasible,person_single,full_body,environmental,0.99,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_83175334.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_83175334.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 1, ""person_single_upper_half_body_rot"": 6, ""scene_center"": 1}","{""16:9"": 2, ""1:1"": 1, ""3:4"": 2, ""4:3"": 2, ""9:16"": 2, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 1, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 1, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_525301483,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,15,15,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_525301483.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_525301483.jpg,"{""person_single_face_headshot_center"": 5, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 1}","{""16:9"": 3, ""1:1"": 3, ""3:4"": 2, ""4:3"": 4, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 5, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 5, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_782860204,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.706921,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_782860204.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_782860204.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_1917437306,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.713567,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1917437306.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1917437306.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
pond5_image_136488302,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.697715,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_136488302.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_136488302.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 3, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_98892735,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.710997,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_98892735.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_98892735.jpg,"{""pet_dogcat_center"": 4, ""pet_dogcat_rot"": 4, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 4, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 4, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2303424397,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.689107,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2303424397.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2303424397.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 5, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_50015092,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.707752,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_50015092.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_50015092.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 4, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 1, ""4:3"": 3, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_2202602353,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.705079,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2202602353.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2202602353.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 5}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 2, ""4:3"": 2, ""FREE"": 2}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 5}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 5}"
sstk_image_2220203269,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.682309,12,12,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2220203269.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2220203269.jpg,"{""pet_dogcat_center"": 5, ""pet_dogcat_rot"": 5, ""scene_center"": 2}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 2, ""4:3"": 2, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 5, ""pet_dogcat/na/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 2}","{""pet_dogcat|na|center|tight_subject|feasible"": 5, ""pet_dogcat|na|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1940328421,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.712482,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1940328421.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1940328421.jpg,"{""pet_dogcat_center"": 6, ""pet_dogcat_rot"": 5, ""scene_center"": 3}","{""16:9"": 3, ""1:1"": 2, ""3:4"": 2, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""pet_dogcat/na/center/tight_subject/feasible"": 6, ""pet_dogcat/na/rot/balanced/feasible"": 5, ""scene/na/center/balanced/feasible"": 3}","{""pet_dogcat|na|center|tight_subject|feasible"": 6, ""pet_dogcat|na|rot|balanced|feasible"": 5, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_2187517823,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.78,23,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2187517823.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2187517823.jpg,"{""person_single_face_headshot_center"": 3, ""pet_dogcat_center"": 10, ""pet_dogcat_rot"": 9, ""scene_center"": 1}","{""16:9"": 3, ""1:1"": 5, ""3:4"": 4, ""4:3"": 4, ""9:16"": 2, ""FREE"": 5}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""pet_dogcat/na/center/tight_subject/feasible"": 10, ""pet_dogcat/na/rot/balanced/feasible"": 9, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""pet_dogcat|na|center|tight_subject|feasible"": 10, ""pet_dogcat|na|rot|balanced|feasible"": 9, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_254953174,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,6,6,6,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_254953174.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_254953174.jpg,"{""person_single_face_headshot_center"": 3, ""scene_center"": 3}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 1, ""4:3"": 1, ""9:16"": 1, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 3, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 3, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_12992410,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,6,6,6,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_12992410.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_12992410.jpg,"{""person_group_center"": 2, ""person_single_face_headshot_center"": 1, ""scene_center"": 3}","{""16:9"": 1, ""3:4"": 1, ""4:3"": 2, ""FREE"": 2}","{""person_group/na/center/balanced/feasible"": 2, ""person_single/face_headshot/center/tight_subject/feasible"": 1, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 2, ""person_single|face_headshot|center|tight_subject|feasible"": 1, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_785794642,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_785794642.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_785794642.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 6, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 2, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_535375456,person_single_upper_half_body,person_single_upper_half_body,person_single|upper_half_body|center|balanced|feasible,person_single,upper_half_body,balanced,0.95,7,7,7,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_535375456.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_535375456.jpg,"{""person_group_center"": 2, ""person_single_face_headshot_center"": 2, ""scene_center"": 3}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 1, ""4:3"": 2, ""FREE"": 2}","{""person_group/na/center/balanced/feasible"": 2, ""person_single/face_headshot/center/tight_subject/feasible"": 2, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 2, ""person_single|face_headshot|center|tight_subject|feasible"": 2, ""scene|na|center|balanced|feasible"": 3}"
